ProteinIDs,gene,peptides,intensity_total_01,intensity_L_01,intensity_H_01,intensity_total_1,intensity_L_1,intensity_H_1,intensity_total_10,intensity_L_10,intensity_H_10,intensity_total_100,intensity_L_100,intensity_H_100,intensity_total_1000,intensity_L_1000,intensity_H_1000,MaxQuant_ratio_type,maxquant_ratio_01,maxquant_ratio_1,maxquant_ratio_10,maxquant_ratio_100,maxquant_ratio_1000,maxquant_ratio_normalized_01,maxquant_ratio_normalized_1,maxquant_ratio_normalized_10,maxquant_ratio_normalized_100,maxquant_ratio_normalized_1000,promoter,date,wt_sequence,control_sequence,strain,media,binding_additions,replicate,spec_machine,labeling
P60390,rsmH,2,0,0,0,19075000,14101000,4973700,8364400,1327600,7036700.0,0,0,0,0,0.0,0,Median,,0.43239,5.1369,,,,0.59097,0.77879,,,titration,20170506,na,na,MG1655deltalysA,M9glucose,na,3,orbitrap_elite,na
P60422,rplB,13,1352400000,1248300000,104090000,1452500000,769170000,683290000,326740000,29063000,297680000.0,434630000,7556900,427070000,390420000,2817900.0,387600000,Median,0.082326,0.83424,9.0773,65.57,170.98,1.0868,1.1028,1.1352,1.5101,58.798,titration,20170506,na,na,MG1655deltalysA,M9glucose,na,3,orbitrap_elite,na
P60438,rplC,11,1457300000,1346100000,111110000,2556700000,1409500000,1147100000,565220000,54857000,510370000.0,365100000,7303500,357800000,397320000,3777800.0,393540000,Median,0.08478,0.83792,8.0412,50.057,168.99,1.1921,1.0788,1.2659,1.8713,49.615,titration,20170506,na,na,MG1655deltalysA,M9glucose,na,3,orbitrap_elite,na
P60546,gmk,2,0,0,0,36904000,23709000,13195000,0,0,0.0,0,0,0,4749900,0.0,4749900,Median,,0.58477,,,,,0.81204,,,,titration,20170506,na,na,MG1655deltalysA,M9glucose,na,3,orbitrap_elite,na
P60560,guaC,9,418670000,345310000,73362000,433650000,257950000,175700000,95739000,10766000,84973000.0,72313000,1355000,70958000,132890000,1067100.0,131820000,Median,0.065679,0.72467,7.4219,31.124,78.873,0.83778,0.96463,1.1067,2.8967,121.74,titration,20170506,na,na,MG1655deltalysA,M9glucose,na,3,orbitrap_elite,na
P60595,hisH,4,153830000,144830000,8994900,246430000,154690000,91735000,38915000,5001200,33914000.0,33186000,510410,32676000,62008000,376830.0,61631000,Median,0.059758,0.61031,5.2691,48.3,109.45,0.81776,0.80768,0.85962,2.5551,168.94,titration,20170506,na,na,MG1655deltalysA,M9glucose,na,3,orbitrap_elite,na
P60624,rplX,10,1390100000,1288300000,101790000,1718000000,929250000,788760000,791720000,78531000,713190000.0,822130000,12065000,810060000,582170000,1097600.0,581070000,Median,0.081414,0.83619,9.0084,57.605,522.44,1.0438,1.0943,1.2035,1.7165,806.39,titration,20170506,na,na,MG1655deltalysA,M9glucose,na,3,orbitrap_elite,na
P60651,speB,1,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0.0,0,Median,,,,,,,,,,,titration,20170506,na,na,MG1655deltalysA,M9glucose,na,3,orbitrap_elite,na
P60664,hisF,4,120180000,111950000,8224600,178310000,104580000,73730000,42762000,5203000,37559000.0,27111000,1385800,25725000,36602000,674440.0,35928000,Median,0.0728,0.67232,8.0131,15.745,28.976,0.98695,0.88976,1.0922,0.62497,44.724,titration,20170506,na,na,MG1655deltalysA,M9glucose,na,3,orbitrap_elite,na
P60723,rplD,8,1367100000,1261900000,105170000,3608800000,1913700000,1695200000,345160000,35110000,310050000.0,108650000,1905400,106750000,240090000,1923400.0,238170000,Median,0.08999,0.85503,8.9489,50.887,65.286,1.1325,1.0671,1.1244,1.0757,100.77,titration,20170506,na,na,MG1655deltalysA,M9glucose,na,3,orbitrap_elite,na
P60757,hisG,6,196290000,185150000,11133000,259450000,167360000,92097000,64763000,10300000,54463000.0,29812000,996630,28815000,48180000,0.0,48180000,Median,0.057917,0.59317,5.3933,26.763,,0.78326,0.82841,0.74726,0.69385,,titration,20170506,na,na,MG1655deltalysA,M9glucose,na,3,orbitrap_elite,na
P60785,lepA,2,22984000,21809000,1174100,0,0,0,0,0,0.0,0,0,0,0,0.0,0,Median,0.08146,,,,,1.0259,,,,,titration,20170506,na,na,MG1655deltalysA,M9glucose,na,3,orbitrap_elite,na
P60906,hisS,5,69980000,65453000,4526200,127220000,73345000,53879000,36351000,4815800,31535000.0,30535000,1097300,29438000,39625000,1335500.0,38289000,Median,0.08133,0.77794,7.0973,25.548,8.193,0.9922,1.0522,1.0453,1.5103,12.646,titration,20170506,na,na,MG1655deltalysA,M9glucose,na,3,orbitrap_elite,na
P61175,rplV,14,1031500000,959770000,71754000,1317500000,709540000,607950000,305920000,34792000,271130000.0,241660000,6596600,235070000,189990000,8938000.0,181050000,Median,0.079479,0.85033,8.5915,29.858,27.281,1.0777,1.1449,1.1135,0.87605,42.108,titration,20170506,na,na,MG1655deltalysA,M9glucose,na,3,orbitrap_elite,na
P61316,lolA,2,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0.0,0,Median,,,,,,,,,,,titration,20170506,na,na,MG1655deltalysA,M9glucose,na,3,orbitrap_elite,na
P61517,can,3,246660000,232320000,14331000,210270000,124670000,85599000,77379000,10433000,66947000.0,92508000,2312700,90195000,97396000,3274000.0,94122000,Median,0.061888,0.63507,7.4475,32.073,12.714,0.84345,0.87626,0.8519,0.93949,19.624,titration,20170506,na,na,MG1655deltalysA,M9glucose,na,3,orbitrap_elite,na
P61714,ribE,1,0,0,0,0,0,0,0,0,0.0,659630,0,659630,0,0.0,0,Median,,,,,,,,,,,titration,20170506,na,na,MG1655deltalysA,M9glucose,na,3,orbitrap_elite,na
P61889,mdh,9,2791900000,2667800000,124060000,4493500000,2875800000,1617700000,1113700000,167060000,946670000.0,1012800000,32163000,980630000,232740000,4252900.0,228480000,Median,0.048608,0.50072,5.3485,27.585,60.621,0.6479,0.62734,0.67965,0.71447,39.174,titration,20170506,na,na,MG1655deltalysA,M9glucose,na,3,orbitrap_elite,na
P61949,fldA,4,307810000,283420000,24396000,273780000,161830000,111950000,86316000,11915000,74401000.0,89398000,1644400,87754000,58037000,0.0,58037000,Median,0.075111,0.67964,6.7247,56.615,,1.021,0.89752,0.81968,1.1527,,titration,20170506,na,na,MG1655deltalysA,M9glucose,na,3,orbitrap_elite,na
P62399,rplE,15,1969700000,1824400000,145310000,4662500000,2488600000,2173900000,765960000,79291000,686670000.0,375480000,8206600,367270000,289210000,3207900.0,286000000,Median,0.085182,0.84295,8.8406,48.215,258.5,1.1262,1.1119,1.1468,1.142,210.06,titration,20170506,na,na,MG1655deltalysA,M9glucose,na,3,orbitrap_elite,na
P62615,ispE,1,9065200,8675900,389380,0,0,0,0,0,0.0,0,0,0,0,0.0,0,Median,0.096623,,,,,0.76478,,,,,titration,20170506,na,na,MG1655deltalysA,M9glucose,na,3,orbitrap_elite,na
P62620,ispG,3,6507400,6000300,507110,0,0,0,0,0,0.0,0,0,0,3324300,70471.0,3253800,Median,0.073697,,,,14.273,0.71882,,,,22.031,titration,20170506,na,na,MG1655deltalysA,M9glucose,na,3,orbitrap_elite,na
P62623,ispH,1,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0.0,0,Median,,,,,,,,,,,titration,20170506,na,na,MG1655deltalysA,M9glucose,na,3,orbitrap_elite,na
P62707,gpmA,13,4724200000,4466200000,257950000,5030200000,3095400000,1934800000,1788300000,226230000,1562100000.0,1594300000,38402000,1555900000,1383500000,5652700.0,1377900000,Median,0.057633,0.59705,6.692,38.866,226.59,0.76913,0.75948,0.82224,0.89981,349.74,titration,20170506,na,na,MG1655deltalysA,M9glucose,na,3,orbitrap_elite,na
P62768,yaeH,6,112980000,105010000,7962300,94704000,55536000,39169000,53076000,6998000,46078000.0,21677000,1571000,20106000,8274200,147070.0,8127100,Median,0.06774,0.73182,6.2016,11.103,37.814,0.8906,1.0054,0.98218,0.50453,58.367,titration,20170506,na,na,MG1655deltalysA,M9glucose,na,3,orbitrap_elite,na
P63020,nfuA,2,0,0,0,30568000,16464000,14105000,8643900,770470,7873500.0,0,0,0,5597000,0.0,5597000,Median,,0.82156,11.987,,,,1.1038,1.7877,,,titration,20170506,na,na,MG1655deltalysA,M9glucose,na,3,orbitrap_elite,na
P63177,rlmB,1,4150500,3893800,256690,6916900,4313200,2603600,1017300,102520,914790.0,0,0,0,2532500,40669.0,2491800,Median,0.064377,0.62965,3.4114,,38.331,0.61944,0.84369,0.69228,,59.163,titration,20170506,na,na,MG1655deltalysA,M9glucose,na,3,orbitrap_elite,na
P63224,gmhA,2,25339000,23324000,2015500,177880000,99807000,78072000,7062200,1586500,5475700.0,1877100,118530,1758600,2630100,0.0,2630100,Median,0.081311,0.68922,4.6024,18.429,,0.87893,0.90172,0.81545,22.606,,titration,20170506,na,na,MG1655deltalysA,M9glucose,na,3,orbitrap_elite,na
P63235,gadC,3,56981000,51223000,5758600,14116000,6617100,7498900,24342000,2588100,21754000.0,17395000,185410,17210000,34996000,908470.0,34087000,Median,0.13616,0.90231,7.6123,13.271,18.455,1.7103,1.2459,1.0788,0.91282,28.486,titration,20170506,na,na,MG1655deltalysA,M9glucose,na,3,orbitrap_elite,na
P63284-2;P63284,clpB,20,1190300000,1145300000,45030000,1044500000,783510000,260990000,206630000,39890000,166740000.0,192710000,9269500,183440000,137710000,935440.0,136770000,Median,0.034393,0.35318,3.5042,21.743,46.466,0.46917,0.46204,0.49539,0.57442,71.721,titration,20170506,na,na,MG1655deltalysA,M9glucose,na,3,orbitrap_elite,na
P63389,yheS,2,0,0,0,0,0,0,0,0,0.0,2999500,0,2999500,0,0.0,0,Median,,,,,,,,,,,titration,20170506,na,na,MG1655deltalysA,M9glucose,na,3,orbitrap_elite,na
P64581,yqjD,4,44717000,39489000,5228100,495330000,334780000,160550000,51991000,7022000,44969000.0,18470000,572450,17898000,9267600,540890.0,8726700,Median,0.14465,0.58375,5.6778,22.284,14.222,1.7818,0.7757,0.80112,1.4138,21.952,titration,20170506,na,na,MG1655deltalysA,M9glucose,na,3,orbitrap_elite,na
P64604,mlaD,1,0,0,0,6074600,4472000,1602700,0,0,0.0,0,0,0,0,0.0,0,Median,,0.39763,,,,,0.51731,,,,titration,20170506,na,na,MG1655deltalysA,M9glucose,na,3,orbitrap_elite,na
P65556,yfcD,2,0,0,0,20390000,10996000,9394300,0,0,0.0,0,0,0,0,0.0,0,Median,,0.86133,,,,,1.1868,,,,titration,20170506,na,na,MG1655deltalysA,M9glucose,na,3,orbitrap_elite,na
P66948,bepA,1,9778500,8507700,1270900,0,0,0,3766800,459680,3307100.0,1278600,60123,1218500,0,0.0,0,Median,0.1635,,4.1719,21.596,,1.7218,,0.7028,17.349,,titration,20170506,na,na,MG1655deltalysA,M9glucose,na,3,orbitrap_elite,na
P67095,yfcE,1,17166000,15686000,1479600,38261000,24829000,13433000,4335700,517730,3818000.0,0,0,0,0,0.0,0,Median,0.058349,0.61904,2.3253,,,0.69024,0.80195,0.38803,,,titration,20170506,na,na,MG1655deltalysA,M9glucose,na,3,orbitrap_elite,na
P67603,yqfB,2,0,0,0,18927000,11864000,7063300,1000800,182480,818310.0,0,0,0,0,0.0,0,Median,,0.62598,2.9102,,,,0.85874,0.59079,,,titration,20170506,na,na,MG1655deltalysA,M9glucose,na,3,orbitrap_elite,na
P67701,higA,2,0,0,0,79461000,60026000,19435000,0,0,0.0,0,0,0,0,0.0,0,Plateau,,0.82841,,,,,1.0683,,,,titration,20170506,na,na,MG1655deltalysA,M9glucose,na,3,orbitrap_elite,na
P67826,cutC,1,0,0,0,0,0,0,0,0,0.0,0,0,0,1198000,0.0,1198000,Median,,,,,,,,,,,titration,20170506,na,na,MG1655deltalysA,M9glucose,na,3,orbitrap_elite,na
P67910,hldD,8,266860000,226960000,39900000,249490000,146400000,103080000,45347000,5859100,39487000.0,39020000,1164900,37855000,14614000,409750.0,14204000,Median,0.06556,0.67425,7.4242,34.292,11.464,0.8597,0.90583,1.0138,1.7764,17.695,titration,20170506,na,na,MG1655deltalysA,M9glucose,na,3,orbitrap_elite,na
P68066,grcA,1,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0.0,0,Median,,,,,,,,,,,titration,20170506,na,na,MG1655deltalysA,M9glucose,na,3,orbitrap_elite,na
P68191,sra,2,2655200,1987800,667340,14946000,7652500,7293400,791810,90127,701680.0,0,0,0,0,0.0,0,Median,0.27007,1.0162,9.6716,,,2.6055,1.3611,1.9734,,,titration,20170506,na,na,MG1655deltalysA,M9glucose,na,3,orbitrap_elite,na
P68679,rpsU,4,1108600000,1033600000,74958000,1141500000,622640000,518850000,501830000,50345000,451490000.0,341980000,10373000,331610000,414480000,8755700.0,405730000,Median,0.076827,0.87102,9.1997,61.941,144.14,1.0354,1.1285,1.1832,1.2724,82.239,titration,20170506,na,na,MG1655deltalysA,M9glucose,na,3,orbitrap_elite,na
P68767,pepA,8,193980000,181570000,12412000,213490000,125340000,88154000,24794000,2436300,22358000.0,56873000,1300700,55572000,34638000,473940.0,34164000,Median,0.068405,0.66201,5.7426,41.119,18.924,0.87943,0.87698,0.73438,1.2708,29.21,titration,20170506,na,na,MG1655deltalysA,M9glucose,na,3,orbitrap_elite,na
P68919,rplY,8,102260000,95167000,7090100,882780000,483720000,399060000,208630000,20790000,187840000.0,35673000,637560,35035000,19127000,732390.0,18395000,Median,0.092306,0.82459,8.2903,44.017,27.829,1.3429,1.1126,1.146,3.4255,19.603,titration,20170506,na,na,MG1655deltalysA,M9glucose,na,3,orbitrap_elite,na
P69222,infA,1,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0.0,0,Median,,,,,,,,,,,titration,20170506,na,na,MG1655deltalysA,M9glucose,na,3,orbitrap_elite,na
P69441,adk,7,292990000,272910000,20089000,378400000,217760000,160640000,149330000,16040000,133290000.0,181000000,3713700,177290000,124770000,448520.0,124330000,Median,0.069681,0.78272,8.4263,27.083,17.265,0.90637,1.0539,1.2214,1.1867,26.649,titration,20170506,na,na,MG1655deltalysA,M9glucose,na,3,orbitrap_elite,na
P69503,apt,2,41762000,39871000,1890300,89257000,48401000,40856000,18505000,1239800,17265000.0,14682000,426760,14256000,21220000,152070.0,21068000,Median,0.077257,0.80389,16.999,18.326,30.392,1.0089,1.0638,2.1702,0.47753,46.91,titration,20170506,na,na,MG1655deltalysA,M9glucose,na,3,orbitrap_elite,na
P69783,crr,7,534370000,501920000,32448000,683740000,406460000,277290000,257490000,31756000,225730000.0,120520000,2051900,118470000,188420000,877720.0,187540000,Median,0.064024,0.6451,7.6192,44.021,135.0,0.92836,0.88725,1.023,1.3363,78.737,titration,20170506,na,na,MG1655deltalysA,M9glucose,na,3,orbitrap_elite,na
P69786,ptsG,3,49814000,47582000,2232000,91388000,57429000,33958000,19400000,3556200,15844000.0,16109000,814060,15295000,3461200,174520.0,3286700,Median,0.047624,0.54719,4.647,14.197,21.498,0.5452,0.7456,0.67542,1.2406,33.182,titration,20170506,na,na,MG1655deltalysA,M9glucose,na,3,orbitrap_elite,na
P69797,manX,7,151900000,140480000,11415000,112310000,69324000,42988000,52386000,8285300,44101000.0,15673000,692030,14981000,17037000,0.0,17037000,Median,0.079862,0.62679,5.6787,7.1843,,1.0453,0.83313,0.78138,0.32189,,titration,20170506,na,na,MG1655deltalysA,M9glucose,na,3,orbitrap_elite,na
P69805,manZ,1,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0.0,0,Median,,,,,,,,,,,titration,20170506,na,na,MG1655deltalysA,M9glucose,na,3,orbitrap_elite,na
P69828,gatA,1,0,0,0,12314000,4614000,7700300,0,0,0.0,0,0,0,0,0.0,0,Median,,1.3811,,,,,1.9411,,,,titration,20170506,na,na,MG1655deltalysA,M9glucose,na,3,orbitrap_elite,na
P69829,ptsN,2,5153900,4795400,358490,17050000,10091000,6958500,2350000,305410,2044600.0,879800,100100,779700,706940,23954.0,682990,Median,0.055551,0.71655,6.0764,7.0766,24.193,0.53258,0.9969,1.1233,8.4269,37.341,titration,20170506,na,na,MG1655deltalysA,M9glucose,na,3,orbitrap_elite,na
P69908,gadA,11,241020000,212560000,28467000,456580000,193800000,262780000,98499000,7376200,91123000.0,136300000,802680,135490000,82562000,137060.0,82425000,Median,0.12934,1.3924,12.461,88.399,342.15,1.7962,1.8018,1.4943,1.6501,528.11,titration,20170506,na,na,MG1655deltalysA,M9glucose,na,3,orbitrap_elite,na
P69910,gadB,12,1430700000,1255000000,175690000,2238400000,857070000,1381300000,696100000,46765000,649330000.0,619820000,7663600,612160000,378420000,2893400.0,375520000,Median,0.1445,1.49,13.237,76.271,24.779,1.9374,1.9546,1.7382,1.8407,38.246,titration,20170506,na,na,MG1655deltalysA,M9glucose,na,3,orbitrap_elite,na
P69913,csrA,2,0,0,0,97623000,55189000,42434000,15520000,1439100,14081000.0,2744200,0,2744200,0,0.0,0,Median,,0.7281,9.738,,,,0.96858,1.4857,,,titration,20170506,na,na,MG1655deltalysA,M9glucose,na,3,orbitrap_elite,na
P75691,yahK,8,341790000,320950000,20841000,356140000,217880000,138260000,110450000,14446000,96007000.0,123820000,2689000,121130000,86289000,496720.0,85792000,Median,0.068918,0.63526,6.5931,34.817,68.081,0.82574,0.837,0.88369,0.99724,105.08,titration,20170506,na,na,MG1655deltalysA,M9glucose,na,3,orbitrap_elite,na
P75745,ybgK,1,0,0,0,3127800,1733700,1394000,0,0,0.0,0,0,0,0,0.0,0,Median,,0.79202,,,,,1.0723,,,,titration,20170506,na,na,MG1655deltalysA,M9glucose,na,3,orbitrap_elite,na
P75780,fiu,2,0,0,0,0,0,0,0,0,0.0,7751200,1931600,5819600,0,0.0,0,Median,,,,1.3823,,,,,0.12536,,titration,20170506,na,na,MG1655deltalysA,M9glucose,na,3,orbitrap_elite,na
P75791,ybiU,1,0,0,0,0,0,0,0,0,0.0,0,0,0,1434900,0.0,1434900,Median,,,,,,,,,,,titration,20170506,na,na,MG1655deltalysA,M9glucose,na,3,orbitrap_elite,na
P75792,ybiV,1,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0.0,0,Median,,,,,,,,,,,titration,20170506,na,na,MG1655deltalysA,M9glucose,na,3,orbitrap_elite,na
P75797,gsiB,6,88947000,83097000,5850000,53635000,29593000,24041000,16968000,2381400,14587000.0,12594000,861690,11732000,0,0.0,0,Median,0.072684,0.8946,5.2563,14.779,,0.9454,1.2332,0.76714,1.9114,,titration,20170506,na,na,MG1655deltalysA,M9glucose,na,3,orbitrap_elite,na
P75823,ltaE,1,0,0,0,27154000,15018000,12136000,8221400,740650,7480700.0,0,0,0,0,0.0,0,Median,,0.78231,6.5131,,,,1.0902,1.1103,,,titration,20170506,na,na,MG1655deltalysA,M9glucose,na,3,orbitrap_elite,na
P75864,rlmL,1,0,0,0,0,0,0,0,0,0.0,195210,123940,71267,0,0.0,0,Plateau,,,,0.44615,,,,,2.5926,,titration,20170506,na,na,MG1655deltalysA,M9glucose,na,3,orbitrap_elite,na
P75874,yccU,1,57982000,53341000,4641200,46649000,28022000,18627000,12090000,1558000,10532000.0,24228000,394610,23833000,7472200,0.0,7472200,Median,0.086665,0.72382,6.8251,52.873,,1.1703,0.94862,0.93525,1.1653,,titration,20170506,na,na,MG1655deltalysA,M9glucose,na,3,orbitrap_elite,na
P75913,ghrA,3,10274000,9373800,900470,0,0,0,0,0,0.0,4015100,0,4015100,0,0.0,0,Median,0.15735,,,,,1.6795,,,,,titration,20170506,na,na,MG1655deltalysA,M9glucose,na,3,orbitrap_elite,na
P75914,ycdX,1,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0.0,0,Median,,,,,,,,,,,titration,20170506,na,na,MG1655deltalysA,M9glucose,na,3,orbitrap_elite,na
P75960,cobB,1,15698000,14448000,1250700,11904000,6810600,5093700,0,0,0.0,0,0,0,0,0.0,0,Median,0.094688,0.76776,,,,1.1025,1.0757,,,,titration,20170506,na,na,MG1655deltalysA,M9glucose,na,3,orbitrap_elite,na
P76002,pliG,2,21392000,19524000,1867900,0,0,0,0,0,0.0,0,0,0,1542900,0.0,1542900,Median,0.083431,,,,,0.847,,,,,titration,20170506,na,na,MG1655deltalysA,M9glucose,na,3,orbitrap_elite,na
P76004,ycgM,2,24022000,22491000,1530700,16304000,9989800,6313800,0,0,0.0,0,0,0,4202300,0.0,4202300,Median,0.053246,0.65119,,,,0.67678,0.90092,,,,titration,20170506,na,na,MG1655deltalysA,M9glucose,na,3,orbitrap_elite,na
P76015,dhaK,2,0,0,0,54182000,27242000,26940000,20175000,1924800,18250000.0,0,0,0,0,0.0,0,Median,,0.80319,8.2859,,,,1.0628,1.055,,,titration,20170506,na,na,MG1655deltalysA,M9glucose,na,3,orbitrap_elite,na
P76113,curA,2,11020000,10220000,800460,0,0,0,3065800,179300,2886500.0,0,0,0,0,0.0,0,Median,0.085238,,18.411,,,0.92736,,3.1534,,,titration,20170506,na,na,MG1655deltalysA,M9glucose,na,3,orbitrap_elite,na
P76116,yncE,12,1601000000,1402900000,198160000,1345400000,744480000,600890000,533140000,56119000,477020000.0,354350000,9391600,344960000,272120000,4039800.0,268080000,Median,0.077774,0.79683,8.2692,53.648,85.743,1.0153,1.0644,0.98735,0.97789,132.35,titration,20170506,na,na,MG1655deltalysA,M9glucose,na,3,orbitrap_elite,na
P76177,ydgH,3,57869000,54357000,3511900,67275000,38412000,28863000,11356000,1334900,10021000.0,0,0,0,6098700,0.0,6098700,Median,0.067481,0.61481,6.119,,,0.99052,0.8511,0.97872,,,titration,20170506,na,na,MG1655deltalysA,M9glucose,na,3,orbitrap_elite,na
P76270,msrC,1,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0.0,0,Median,,,,,,,,,,,titration,20170506,na,na,MG1655deltalysA,M9glucose,na,3,orbitrap_elite,na
P76316,dcyD,3,39478000,36733000,2744700,59607000,33685000,25922000,7017100,813320,6203800.0,11712000,115520,11597000,3393200,0.0,3393200,Median,0.086237,0.80197,5.6962,61.754,,1.0313,1.0727,0.87945,2.3516,,titration,20170506,na,na,MG1655deltalysA,M9glucose,na,3,orbitrap_elite,na
P76344,zinT,3,68305000,51491000,16814000,175660000,41441000,134220000,89826000,5845700,83980000.0,51487000,327280,51159000,65043000,358730.0,64685000,Median,0.30389,3.3132,5.7106,59.819,142.24,4.149,4.265,0.75451,1.1053,219.55,titration,20170506,na,na,MG1655deltalysA,M9glucose,na,3,orbitrap_elite,na
P76372,wzzB,4,106420000,67105000,39319000,11439000,8006800,3432600,13913000,2782300,11131000.0,3029700,74562,2955100,3960900,0.0,3960900,Median,0.22384,0.37175,3.7793,32.989,,2.9648,0.51492,0.51073,10.687,,titration,20170506,na,na,MG1655deltalysA,M9glucose,na,3,orbitrap_elite,na
P76402,yegP,3,16314000,15239000,1075600,0,0,0,0,0,0.0,4216000,0,4216000,0,0.0,0,Median,0.093982,,,,,1.1018,,,,,titration,20170506,na,na,MG1655deltalysA,M9glucose,na,3,orbitrap_elite,na
P76536,yfeX,1,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0.0,0,Median,,,,,,,,,,,titration,20170506,na,na,MG1655deltalysA,M9glucose,na,3,orbitrap_elite,na
P76541,eutL,1,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0.0,0,Median,,,,,,,,,,,titration,20170506,na,na,MG1655deltalysA,M9glucose,na,3,orbitrap_elite,na
P76550,yffS,1,0,0,0,0,0,0,0,0,0.0,0,0,0,1115700,0.0,1115700,Median,,,,,,,,,,,titration,20170506,na,na,MG1655deltalysA,M9glucose,na,3,orbitrap_elite,na
P76558,maeB,8,235970000,222790000,13180000,263500000,165940000,97566000,30098000,4151400,25947000.0,40374000,691790,39682000,32702000,137570.0,32564000,Median,0.057598,0.59671,6.0491,51.969,68.666,0.7144,0.80721,0.9148,2.7948,105.99,titration,20170506,na,na,MG1655deltalysA,M9glucose,na,3,orbitrap_elite,na
P76576,yfgM,1,8945400,8595400,349990,32379000,21675000,10705000,3531000,633500,2897500.0,0,0,0,1267900,0.0,1267900,Median,0.066825,0.44952,3.765,,,0.52437,0.62673,0.92288,,,titration,20170506,na,na,MG1655deltalysA,M9glucose,na,3,orbitrap_elite,na
P76658,hldE,2,10335000,9786200,548680,0,0,0,0,0,0.0,0,0,0,1276700,0.0,1276700,Median,0.091542,,,,,0.97866,,,,,titration,20170506,na,na,MG1655deltalysA,M9glucose,na,3,orbitrap_elite,na
P77173,zipA,1,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0.0,0,Median,,,,,,,,,,,titration,20170506,na,na,MG1655deltalysA,M9glucose,na,3,orbitrap_elite,na
P77247,yniC,2,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0.0,0,Median,,,,,,,,,,,titration,20170506,na,na,MG1655deltalysA,M9glucose,na,3,orbitrap_elite,na
P77395,ybbN,4,14806000,14179000,626490,6795500,3946300,2849200,7508600,593750,6914900.0,3367100,22121,3345000,821130,22745.0,798380,Median,0.10066,0.58558,5.116,18.564,10.911,0.98825,0.78047,0.94764,24.917,16.841,titration,20170506,na,na,MG1655deltalysA,M9glucose,na,3,orbitrap_elite,na
P77444,sufS,1,12163000,11201000,961420,18066000,11330000,6735600,7471700,1063200,6408500.0,0,0,0,0,0.0,0,Median,0.087633,0.63014,6.9297,,,0.97173,0.87861,1.0505,,,titration,20170506,na,na,MG1655deltalysA,M9glucose,na,3,orbitrap_elite,na
P77454,glsA1,2,30694000,28785000,1908800,39107000,25493000,13614000,8223100,1674000,6549100.0,11191000,522260,10669000,11254000,414810.0,10839000,Median,0.045062,0.61484,7.0502,12.135,54.983,0.5811,0.79305,1.0702,0.50938,84.867,titration,20170506,na,na,MG1655deltalysA,M9glucose,na,3,orbitrap_elite,na
P77499,sufC,3,0,0,0,0,0,0,0,0,0.0,3714800,280640,3434100,0,0.0,0,Plateau,,,,6.0921,,,,,1.5491,,titration,20170506,na,na,MG1655deltalysA,M9glucose,na,3,orbitrap_elite,na
